gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
EFR3A,23167,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
MED17,9440,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
RBM25,58517,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.16
CIT,11113,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.11
FH,2271,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.14
NDUFA2,4695,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.1
MRPS27,23107,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.19
EIF3M,10480,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.02
DNTTIP2,30836,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.17
GNL2,29889,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.24
LIAS,11019,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.1
NCBP1,4686,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.24
FAM50A,9130,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.15
PSMC2,5701,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.16
CDC26,246184,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.08
PPWD1,23398,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.15
MTOR,2475,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.11
NOL8,55035,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.32
RBFA,79863,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.17
NOL9,79707,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.13
PNISR,25957,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.2
GEMIN4,50628,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL18,29074,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPL10,6134,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.33
MAX,4149,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.06
FTSJ3,117246,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.2
PSMC6,5706,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.11
DNA2,1763,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.31
MED1,5469,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.02
EEF1G,1937,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.18
ATP6V1G1,9550,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.0
BUB3,9184,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.15
PSMD6,9861,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.06
RFC5,5985,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.14
RBM17,84991,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.13
NIP7,51388,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.19
PRIM2,5558,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.12
FIP1L1,81608,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.04
GEMIN4,50628,MED22,6837,K562,31300006,CRISPR/CRISPRi,0.17
COG3,83548,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF3H,8667,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.04
BTF3,689,MED22,6837,K562,31300006,CRISPR/CRISPRi,0.29
BDP1,55814,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.37
COPA,1314,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.21
DONSON,29980,MED22,6837,K562,31300006,CRISPR/CRISPRi,0.51
ANKZF1,55139,MED22,6837,K562,31300006,CRISPR/CRISPRi,0.14
EIF4G2,1982,MED22,6837,Jurkat,31300006,CRISPR/CRISPRi,0.27
KIF11,3832,MED22,6837,K562,31300006,CRISPR/CRISPRi,0.18
GRB2,2885,SPHK1,8877,K562,31300006,CRISPR/CRISPRi,0.02
MED22,6837,USE1,55850,K562,31300006,CRISPR/CRISPRi,0.29
TOMM22,56993,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.09
CYB5B,80777,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.06
AATF,26574,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.02
LARS1,51520,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.01
COX7C,1350,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.04
TIMM23B,100652748,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.01
PSMD1,5707,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.02
PSMD12,5718,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,USE1,55850,K562;Jurkat,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.34
MTBP,27085,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.13
SNAPC1,6617,USE1,55850,Jurkat,31300006,CRISPR/CRISPRi,0.15
MRPL18,29074,ZNF574,64763,Jurkat,31300006,CRISPR/CRISPRi,0.02
ZCCHC9,84240,ZNF574,64763,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL13,28998,ZNF574,64763,Jurkat,31300006,CRISPR/CRISPRi,0.02
NDUFA2,4695,ZNF574,64763,Jurkat,31300006,CRISPR/CRISPRi,0.03
RAE1,8480,ZNF574,64763,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,FARSB,10056,K562,31300006,CRISPR/CRISPRi,0.15
COG3,83548,FARSB,10056,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDK5,1020,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.02
GHSR,2693,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.03
DDR2,4921,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.01
EPHB4,2050,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.17
LARS2,23395,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.05
ATR,545,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.08
GRIK5,2901,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.12
CAMK2B,816,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.12
MAP2K2,5605,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.05
GRB2,2885,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.2
KCNA3,3738,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.08
EPRS1,2058,MAP3K5,4217,K562,31300006,CRISPR/CRISPRi,0.19
ARID1A,8289,NF1,4763,A549,31300006,CRISPR/CRISPRi,0.06
CHEK2,11200,NF1,4763,Hela,31300006,CRISPR/CRISPRi,0.76
APC,324,NF1,4763,X293T,31300006,CRISPR/CRISPRi,0.05
FLT3,2322,NF1,4763,Hela,31300006,CRISPR/CRISPRi,0.45
EGFR,1956,NF1,4763,X293T,31300006,CRISPR/CRISPRi,0.11
FNTA,2339,NF1,4763,Hela,31300006,CRISPR/CRISPRi,0.41
CASP8,841,NF1,4763,X293T,31300006,CRISPR/CRISPRi,0.24
COPA,1314,MFAP1,4236,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,MFAP1,4236,Jurkat,31300006,CRISPR/CRISPRi,0.1
DONSON,29980,RPF2,84154,K562,31300006,CRISPR/CRISPRi,0.1
NIP7,51388,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPS25,64432,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF2B5,8893,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.07
DUT,1854,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.03
DMAP1,55929,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.03
FBXO28,23219,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.0
MED22,6837,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.07
NUDC,10726,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.02
CMAS,55907,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.0
ANKZF1,55139,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.06
ANAPC13,25847,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX6C,1345,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.02
CEP63,80254,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.08
ATXN10,25814,DUT,1854,Jurkat,31300006,CRISPR/CRISPRi,0.04
BTF3,689,EMG1,10436,K562,31300006,CRISPR/CRISPRi,0.2
ANKZF1,55139,EMG1,10436,K562,31300006,CRISPR/CRISPRi,0.14
CTNNBL1,56259,EMG1,10436,K562,31300006,CRISPR/CRISPRi,0.22
BTF3,689,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.23
CTNNBL1,56259,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.12
COG3,83548,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.16
BDP1,55814,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.23
HBS1L,10767,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.05
COX16,51241,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.04
TASOR,23272,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.0
EFR3A,23167,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.02
EMC6,83460,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.04
MASTL,84930,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.16
CYB5B,80777,MED17,9440,K562;Jurkat,31300006,CRISPR/CRISPRi,0.08
MAPKAP1,79109,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.03
GOLT1B,51026,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.0
ATXN10,25814,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.02
DONSON,29980,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.38
CACTIN,58509,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.15
CCNK,8812,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.06
EIF4G2,1982,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.32
COPS5,10987,MED17,9440,K562;Jurkat,31300006,CRISPR/CRISPRi,0.12
GFER,2671,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.24
EIF3C,8663,MED17,9440,K562,31300006,CRISPR/CRISPRi,0.37
LIAS,11019,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.04
GFI1B,8328,MED17,9440,Jurkat,31300006,CRISPR/CRISPRi,0.04
MAPKAP1,79109,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPF2,84154,ZCCHC9,84240,K562;Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF2B2,8892,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.01
SNAPC1,6617,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.07
CAMLG,819,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.13
CDC16,8881,ZCCHC9,84240,K562,31300006,CRISPR/CRISPRi,0.13
STXBP4,252983,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.01
ERH,2079,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.01
MED10,84246,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.02
RBFA,79863,ZCCHC9,84240,K562,31300006,CRISPR/CRISPRi,0.12
SPATA5,166378,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.04
NDUFA2,4695,ZCCHC9,84240,K562,31300006,CRISPR/CRISPRi,0.19
FIP1L1,81608,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.02
PSMD12,5718,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.03
ATXN10,25814,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.0
EIF4G2,1982,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.06
BDP1,55814,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.0
BTF3,689,ZCCHC9,84240,K562;Jurkat,31300006,CRISPR/CRISPRi,0.07
TIMM22,29928,ZCCHC9,84240,K562,31300006,CRISPR/CRISPRi,0.14
NUDC,10726,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.03
KARS1,3735,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.01
NOL8,55035,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.05
CTNNBL1,56259,ZCCHC9,84240,K562,31300006,CRISPR/CRISPRi,0.12
BUB1B,701,CAMLG,819,Jurkat,31300006,CRISPR/CRISPRi,0.08
ATXN10,25814,CAMLG,819,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC26,246184,EMC7,56851,Jurkat,31300006,CRISPR/CRISPRi,0.06
CKAP5,9793,MRPL24,79590,Jurkat,31300006,CRISPR/CRISPRi,0.04
MED10,84246,MRPL24,79590,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC16,8881,CDCA8,55143,K562,31300006,CRISPR/CRISPRi,0.21
BTF3,689,CDCA8,55143,K562,31300006,CRISPR/CRISPRi,0.17
GTF3C3,9330,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.21
SEH1L,81929,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.14
MCM3,4172,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.12
PMPCB,9512,TCF25,22980,Jurkat,31300006,CRISPR/CRISPRi,0.02
PSMC2,5701,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.1
FAM50A,9130,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.1
LEO1,123169,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF2B2,8892,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.23
COPA,1314,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.09
DNA2,1763,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.07
BUB1B,701,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.1
EXOSC3,51010,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.01
NAMPT,10135,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.02
NDUFA2,4695,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.06
CDC16,8881,PSMD1,5707,K562,31300006,CRISPR/CRISPRi,0.17
MED9,55090,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.06
FTSJ3,117246,PSMD1,5707,K562;Jurkat,31300006,CRISPR/CRISPRi,0.11
CDK1,983,COQ2,27235,K562,31300006,CRISPR/CRISPRi,0.11
EMC6,83460,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.19
CTNNBL1,56259,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.19
EMC1,23065,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.13
EXOSC6,118460,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.11
CDK12,51755,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.17
BTF3,689,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.17
ALDOC,230,PDHA2,5161,A549,31300006,CRISPR/CRISPRi,0.09
PC,5091,PDHA2,5161,A549,31300006,CRISPR/CRISPRi,0.14
FBP1,2203,HK3,3101,A549,31300006,CRISPR/CRISPRi,0.47
EIF4G2,1982,MRPS18B,28973,Jurkat,31300006,CRISPR/CRISPRi,0.03
RPL35,11224,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.18
TCF25,22980,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.12
TGIF2,60436,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.11
MTHFD2,10797,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.22
BTF3,689,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.26
NEMF,9147,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.18
ANAPC13,25847,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.11
CEP63,80254,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.29
CTNNBL1,56259,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.12
MRPL50,54534,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.21
MICOS10,440574,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.02
BDP1,55814,MRPL16,54948,K562,31300006,CRISPR/CRISPRi,0.16
HBS1L,10767,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.04
ATXN10,25814,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPS5,10987,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.0
ACTL6A,86,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPA,1314,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.07
ERH,2079,MRPL16,54948,Jurkat,31300006,CRISPR/CRISPRi,0.05
ATR,545,TST,7263,K562,31300006,CRISPR/CRISPRi,0.04
PRKCD,5580,TST,7263,K562,31300006,CRISPR/CRISPRi,0.03
ATR,545,XIAP,331,K562,31300006,CRISPR/CRISPRi,0.65
GRB2,2885,XIAP,331,K562,31300006,CRISPR/CRISPRi,0.62
CAMLG,819,RPLP1,6176,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,RPLP1,6176,Jurkat,31300006,CRISPR/CRISPRi,0.06
CDC16,8881,RPLP1,6176,K562,31300006,CRISPR/CRISPRi,0.1
NOL8,55035,RPLP1,6176,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC26,246184,NDUFB1,4707,Jurkat,31300006,CRISPR/CRISPRi,0.01
CLK3,1198,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.0
GCK,2645,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.03
NDUFA4,4697,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.18
GRB2,2885,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.19
DNMT1,1786,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.0
CDK2,1017,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.0
CAMK1D,57118,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.14
COPA,1314,MAPKAP1,79109,Jurkat,31300006,CRISPR/CRISPRi,0.03
COPA,1314,MRPS30,10884,Jurkat,31300006,CRISPR/CRISPRi,0.12
CDC16,8881,MRPS30,10884,K562,31300006,CRISPR/CRISPRi,0.11
EIF2B2,8892,MRPS30,10884,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,MRPS30,10884,Jurkat,31300006,CRISPR/CRISPRi,0.05
BDP1,55814,CDK1,983,K562,31300006,CRISPR/CRISPRi,0.57
CDCA8,55143,CDK1,983,K562,31300006,CRISPR/CRISPRi,0.24
GEMIN4,50628,PWP1,11137,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPL24,6152,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.06
EXOSC3,51010,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.01
COG3,83548,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC26,246184,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL18,29074,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.01
HSPA5,3309,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.04
PPCS,79717,ZNHIT6,54680,Jurkat,31300006,CRISPR/CRISPRi,0.01
ABL1,25,RB1,5925,Hela,31300006,CRISPR/CRISPRi,0.58
ERBB2,2064,RB1,5925,X293T,31300006,CRISPR/CRISPRi,0.13
HDAC6,10013,RB1,5925,X293T,31300006,CRISPR/CRISPRi,0.04
JAK2,3717,RB1,5925,X293T,31300006,CRISPR/CRISPRi,0.27
MET,4233,RB1,5925,A549,31300006,CRISPR/CRISPRi,0.15
MSH6,2956,RB1,5925,X293T,31300006,CRISPR/CRISPRi,0.32
RPS5,6193,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.07
DDX18,8886,TGIF2,60436,K562;Jurkat,31300006,CRISPR/CRISPRi,0.18
DNA2,1763,TGIF2,60436,K562;Jurkat,31300006,CRISPR/CRISPRi,0.18
CDK1,983,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.14
PSMB7,5695,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.13
PPCS,79717,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.02
RFC5,5985,TGIF2,60436,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
MED9,55090,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.15
POLR2K,5440,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.3
PSMB6,5694,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.0
EXOSC6,118460,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.02
RRM1,6240,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.13
CDC26,246184,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.05
PSMD12,5718,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.11
RPL27,6155,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.11
CARS1,833,TGIF2,60436,K562;Jurkat,31300006,CRISPR/CRISPRi,0.08
PSMD4,5710,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.13
FBXO28,23219,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.03
MCM3AP,8888,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.15
EIF4G2,1982,EIF6,3692,Jurkat,31300006,CRISPR/CRISPRi,0.1
MED10,84246,POLE2,5427,Jurkat,31300006,CRISPR/CRISPRi,0.04
BTF3,689,POLE2,5427,K562,31300006,CRISPR/CRISPRi,0.16
BDP1,55814,POLE2,5427,Jurkat,31300006,CRISPR/CRISPRi,0.04
CAMLG,819,POLE2,5427,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,POLE2,5427,Jurkat,31300006,CRISPR/CRISPRi,0.08
EIF4G2,1982,NAMPT,10135,Jurkat,31300006,CRISPR/CRISPRi,0.28
FAM50A,9130,HYPK,25764,K562,31300006,CRISPR/CRISPRi,0.2
DNA2,1763,HYPK,25764,K562,31300006,CRISPR/CRISPRi,0.15
FBP1,2203,MDH1,4190,A549,31300006,CRISPR/CRISPRi,0.12
G6PC,2538,LDHB,3945,Hela,31300006,CRISPR/CRISPRi,0.23
HBS1L,10767,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.02
CMAS,55907,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.0
DNA2,1763,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.1
CEP63,80254,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.04
ATXN10,25814,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.05
CACTIN,58509,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.02
ERH,2079,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.05
MED10,84246,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.1
CKAP5,9793,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.13
DMAP1,55929,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPL11,65003,MRPS23,51649,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
EIF4G2,1982,MRPS23,51649,Jurkat,31300006,CRISPR/CRISPRi,0.18
MICOS10,440574,MRPS23,51649,Jurkat,31300006,CRISPR/CRISPRi,0.0
FBP1,2203,PGK2,5232,A549,31300006,CRISPR/CRISPRi,1.0
EGFR,1956,PBRM1,55193,X293T,31300006,CRISPR/CRISPRi,0.12
CDK4,1019,PBRM1,55193,X293T,31300006,CRISPR/CRISPRi,0.33
CHEK1,1111,PBRM1,55193,Hela,31300006,CRISPR/CRISPRi,0.42
MSH6,2956,PBRM1,55193,X293T,31300006,CRISPR/CRISPRi,0.17
FDPS,2224,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC26,246184,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.04
CAMLG,819,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.02
COG3,83548,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.03
CCNK,8812,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.0
FBXO28,23219,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.13
COPA,1314,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.02
DNTTIP2,30836,HBS1L,10767,K562,31300006,CRISPR/CRISPRi,0.19
EFR3A,23167,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX7C,1350,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.04
CHMP2A,27243,HBS1L,10767,Jurkat,31300006,CRISPR/CRISPRi,0.02
CAMK2B,816,FGFR3,2261,K562,31300006,CRISPR/CRISPRi,0.15
EPHB4,2050,FGFR3,2261,K562,31300006,CRISPR/CRISPRi,0.02
EGFR,1956,KMT2D,8085,X293T,31300006,CRISPR/CRISPRi,0.25
DCK,1633,ERBB4,2066,K562,31300006,CRISPR/CRISPRi,0.09
ATR,545,CLK3,1198,K562,31300006,CRISPR/CRISPRi,0.93
CDK12,51755,CLK3,1198,K562,31300006,CRISPR/CRISPRi,0.03
CAMK2B,816,CLK3,1198,K562,31300006,CRISPR/CRISPRi,0.02
ALDOC,230,ME2,4200,A549,31300006,CRISPR/CRISPRi,0.47
HK2,3099,ME2,4200,A549,31300006,CRISPR/CRISPRi,0.07
COPE,11316,SEC22B,9554,K562,31300006,CRISPR/CRISPRi,0.11
NDUFA2,4695,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.13
EMC2,9694,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.0
EIF3M,10480,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPP38,10557,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC26,246184,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.01
BTF3,689,SEC22B,9554,K562,31300006,CRISPR/CRISPRi,0.2
GTF2H1,2965,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.0
SDHC,6391,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.17
KDM1A,23028,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.11
HSPA5,3309,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.09
