gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
PRKCD,5580,RET,5979,K562,31300006,CRISPR/CRISPRi,0.0
CAMK2B,816,RET,5979,K562,31300006,CRISPR/CRISPRi,0.01
FGFR4,2264,RET,5979,K562,31300006,CRISPR/CRISPRi,0.08
HMGA1,3159,RET,5979,K562,31300006,CRISPR/CRISPRi,0.08
MRPS25,64432,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPS28,28957,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.14
MAX,4149,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL35,51318,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.0
MED9,55090,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.18
ANKZF1,55139,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.14
HSCB,150274,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.22
FBXO28,23219,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.01
CKAP5,9793,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.1
MRPL43,84545,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.0
CYB5B,80777,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.1
NDUFA2,4695,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPA,1314,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.2
CTNNBL1,56259,PMPCB,9512,K562,31300006,CRISPR/CRISPRi,0.22
MRPL18,29074,PMPCB,9512,Jurkat,31300006,CRISPR/CRISPRi,0.0
BTF3,689,CKAP5,9793,K562,31300006,CRISPR/CRISPRi,0.28
CDK1,983,CKAP5,9793,K562,31300006,CRISPR/CRISPRi,0.13
CDC16,8881,CKAP5,9793,K562,31300006,CRISPR/CRISPRi,0.28
ANKZF1,55139,CKAP5,9793,K562,31300006,CRISPR/CRISPRi,0.17
AARS2,57505,CKAP5,9793,Jurkat,31300006,CRISPR/CRISPRi,0.05
ME1,4199,PC,5091,A549,31300006,CRISPR/CRISPRi,0.18
LDHB,3945,PC,5091,A549,31300006,CRISPR/CRISPRi,0.33
GEMIN4,50628,SLC7A1,6541,Jurkat,31300006,CRISPR/CRISPRi,0.0
POLR3B,55703,SLC7A1,6541,Jurkat,31300006,CRISPR/CRISPRi,0.0
BNIP1,662,SLC7A1,6541,Jurkat,31300006,CRISPR/CRISPRi,0.02
DMAP1,55929,SLC7A1,6541,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC26,246184,SLC7A1,6541,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDK1,983,ZMAT2,153527,K562,31300006,CRISPR/CRISPRi,0.15
RPL35,11224,ZMAT2,153527,K562,31300006,CRISPR/CRISPRi,0.11
SNAPC1,6617,ZMAT2,153527,K562,31300006,CRISPR/CRISPRi,0.22
NDUFA2,4695,ZMAT2,153527,K562,31300006,CRISPR/CRISPRi,0.19
BTF3,689,ZMAT2,153527,K562,31300006,CRISPR/CRISPRi,0.23
CTNNBL1,56259,RPS28,6234,K562;Jurkat,31300006,CRISPR/CRISPRi,0.14
KDM1A,23028,RPS28,6234,K562,31300006,CRISPR/CRISPRi,0.15
EIF4G2,1982,RPS28,6234,Jurkat,31300006,CRISPR/CRISPRi,0.09
NOL8,55035,RPS28,6234,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL35,11224,RPS28,6234,K562,31300006,CRISPR/CRISPRi,0.33
CDC26,246184,MRPL15,29088,Jurkat,31300006,CRISPR/CRISPRi,0.0
MICOS10,440574,MRPL15,29088,Jurkat,31300006,CRISPR/CRISPRi,0.01
EPHB4,2050,MASP2,10747,K562,31300006,CRISPR/CRISPRi,0.0
CAMK2B,816,MASP2,10747,K562,31300006,CRISPR/CRISPRi,0.11
GRB2,2885,INPP1,3628,K562,31300006,CRISPR/CRISPRi,0.12
BTF3,689,DONSON,29980,K562,31300006,CRISPR/CRISPRi,0.17
CDCA8,55143,DONSON,29980,K562,31300006,CRISPR/CRISPRi,0.1
CCT8,10694,DONSON,29980,K562,31300006,CRISPR/CRISPRi,0.24
BDP1,55814,DONSON,29980,K562,31300006,CRISPR/CRISPRi,0.14
CTNNBL1,56259,DONSON,29980,K562,31300006,CRISPR/CRISPRi,0.22
AFG3L2,10939,MRPS21,54460,Jurkat,31300006,CRISPR/CRISPRi,0.0
G6PC,2538,LDHAL6B,92483,Hela,31300006,CRISPR/CRISPRi,0.65
DLAT,1737,LDHAL6B,92483,A549,31300006,CRISPR/CRISPRi,0.12
HK1,3098,LDHAL6B,92483,Hela,31300006,CRISPR/CRISPRi,0.09
FBP1,2203,LDHAL6B,92483,A549,31300006,CRISPR/CRISPRi,0.37
SNAPC1,6617,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.17
RPL35,11224,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.19
MTHFD2,10797,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.14
NDUFA2,4695,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.12
GEMIN4,50628,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.17
BTF3,689,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.26
KDM1A,23028,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.22
COPS5,10987,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.13
EIF4A1,1973,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.2
TIMM22,29928,UBA3,9039,K562,31300006,CRISPR/CRISPRi,0.29
DYNC1H1,1778,HSCB,150274,K562,31300006,CRISPR/CRISPRi,0.1
PMF1,11243,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.0
PAFAH1B1,5048,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.02
NOL8,55035,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.02
DNA2,1763,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPA,1314,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.0
DMAP1,55929,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.02
CNOT1,23019,POLR3A,11128,Jurkat,31300006,CRISPR/CRISPRi,0.02
KIF11,3832,POLR3A,11128,K562,31300006,CRISPR/CRISPRi,0.13
COPE,11316,POLR3A,11128,K562,31300006,CRISPR/CRISPRi,0.26
BTF3,689,POLR3A,11128,K562,31300006,CRISPR/CRISPRi,0.16
CDC40,51362,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.13
CDCA8,55143,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.13
DNTTIP2,30836,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.1
CDC26,246184,PRMT5,10419,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC16,8881,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.24
MARS1,4141,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.12
ATR,545,JAK3,3718,K562,31300006,CRISPR/CRISPRi,0.03
CEP63,80254,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPL16,54948,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.09
GOLT1B,51026,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.06
MRPL22,29093,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.17
COPE,11316,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.38
MAX,4149,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.05
MED10,84246,NDUFA2,4695,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
CDC73,79577,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC16,8881,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.26
KARS1,3735,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
ADPRM,56985,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
HBS1L,10767,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.18
MED22,6837,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.14
CCDC84,338657,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL27,51264,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
CARS2,79587,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.43
MRPS28,28957,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
MARS1,4141,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.15
COPS4,51138,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.01
NAT10,55226,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
MTHFD2,10797,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
APOOL,139322,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
AFG3L2,10939,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPS2,9318,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
ATXN10,25814,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
GET3,439,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPS5,10987,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.17
ANAPC13,25847,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.06
GTF2H1,2965,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.19
CACTIN,58509,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.14
MTBP,27085,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED9,55090,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.15
AURKA,6790,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.33
CARS1,833,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.16
DYNC1H1,1778,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.09
CDK1,983,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.19
DARS1,1615,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED1,5469,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
EBNA1BP2,10969,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.1
COX6C,1345,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.05
GFI1B,8328,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.0
ATP6V1G1,9550,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.03
MTOR,2475,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.24
DONSON,29980,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.31
COG3,83548,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
EMG1,10436,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.11
CAMLG,819,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.03
BDP1,55814,NDUFA2,4695,K562;Jurkat,31300006,CRISPR/CRISPRi,0.19
NAA50,80218,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPL11,65003,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.03
ERH,2079,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.04
DNA2,1763,NDUFA2,4695,Jurkat,31300006,CRISPR/CRISPRi,0.06
COPA,1314,RBM25,58517,Jurkat,31300006,CRISPR/CRISPRi,0.03
PSMC2,5701,RBM25,58517,Jurkat,31300006,CRISPR/CRISPRi,0.02
POLD3,10714,RBM25,58517,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,MRPS14,63931,K562;Jurkat,31300006,CRISPR/CRISPRi,0.23
COPA,1314,MRPS14,63931,Jurkat,31300006,CRISPR/CRISPRi,0.12
CTNNBL1,56259,GTF3C3,9330,K562,31300006,CRISPR/CRISPRi,0.16
COQ2,27235,GTF3C3,9330,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,GTF3C3,9330,K562,31300006,CRISPR/CRISPRi,0.22
GEMIN4,50628,GTF3C3,9330,K562,31300006,CRISPR/CRISPRi,0.14
EIF4G2,1982,GTF3C3,9330,Jurkat,31300006,CRISPR/CRISPRi,0.01
CYB5B,80777,GTF3C3,9330,K562,31300006,CRISPR/CRISPRi,0.11
COPA,1314,EMC6,83460,Jurkat,31300006,CRISPR/CRISPRi,0.02
CACTIN,58509,EMC6,83460,Jurkat,31300006,CRISPR/CRISPRi,0.02
EFR3A,23167,EMC6,83460,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC26,246184,EMC6,83460,Jurkat,31300006,CRISPR/CRISPRi,0.09
BTK,695,CDKN2A,1029,Hela,31300006,CRISPR/CRISPRi,1.0
BRAF,673,CDKN2A,1029,Hela,31300006,CRISPR/CRISPRi,0.59
KIF11,3832,NIP7,51388,K562,31300006,CRISPR/CRISPRi,0.11
HSPA5,3309,NIP7,51388,K562,31300006,CRISPR/CRISPRi,0.11
BTF3,689,NIP7,51388,K562,31300006,CRISPR/CRISPRi,0.16
NDUFA2,4695,NIP7,51388,K562,31300006,CRISPR/CRISPRi,0.24
EIF4G2,1982,NIP7,51388,K562;Jurkat,31300006,CRISPR/CRISPRi,0.14
BDP1,55814,NIP7,51388,Jurkat,31300006,CRISPR/CRISPRi,0.03
FARSB,10056,NIP7,51388,Jurkat,31300006,CRISPR/CRISPRi,0.1
COX7C,1350,NIP7,51388,Jurkat,31300006,CRISPR/CRISPRi,0.02
EXOSC3,51010,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.06
ERH,2079,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.0
HBS1L,10767,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPS5,10987,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.07
GTPBP4,23560,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.04
EFR3A,23167,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF2B5,8893,MAX,4149,K562,31300006,CRISPR/CRISPRi,0.12
CDC26,246184,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.0
BTF3,689,RNGTT,8732,K562,31300006,CRISPR/CRISPRi,0.1
NDUFA2,4695,PDCD7,10081,Jurkat,31300006,CRISPR/CRISPRi,0.08
COPA,1314,PDCD7,10081,Jurkat,31300006,CRISPR/CRISPRi,0.06
FAM50A,9130,PDCD7,10081,K562,31300006,CRISPR/CRISPRi,0.12
EBNA1BP2,10969,PDCD7,10081,K562,31300006,CRISPR/CRISPRi,0.19
CDC16,8881,PDCD7,10081,K562,31300006,CRISPR/CRISPRi,0.16
MRPL18,29074,PDCD7,10081,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC26,246184,PITRM1,10531,Jurkat,31300006,CRISPR/CRISPRi,0.04
BTF3,689,RPL27,6155,K562,31300006,CRISPR/CRISPRi,0.14
RB1,5925,SMO,6608,X293T,31300006,CRISPR/CRISPRi,0.03
KIT,3815,SMO,6608,X293T,31300006,CRISPR/CRISPRi,0.02
GRB2,2885,PTPRZ1,5803,K562,31300006,CRISPR/CRISPRi,0.36
EIF4G2,1982,WDR61,80349,Jurkat,31300006,CRISPR/CRISPRi,0.05
EPRS1,2058,GCK,2645,K562,31300006,CRISPR/CRISPRi,0.04
CAMK2B,816,GCK,2645,K562,31300006,CRISPR/CRISPRi,0.05
ATR,545,GCK,2645,K562,31300006,CRISPR/CRISPRi,0.12
EIF4G2,1982,GTPBP4,23560,Jurkat,31300006,CRISPR/CRISPRi,0.19
COX6C,1345,GTPBP4,23560,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,POLR2K,5440,Jurkat,31300006,CRISPR/CRISPRi,0.15
CYB5B,80777,POLR2K,5440,K562,31300006,CRISPR/CRISPRi,0.11
ANKZF1,55139,POLR2K,5440,K562,31300006,CRISPR/CRISPRi,0.18
ATR,545,CAMK1D,57118,K562,31300006,CRISPR/CRISPRi,0.23
EIF4G2,1982,EMC4,51234,Jurkat,31300006,CRISPR/CRISPRi,0.13
COPS2,9318,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.41
MED9,55090,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.02
EBNA1BP2,10969,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.11
DMAP1,55929,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.19
FARSA,2193,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.11
COPE,11316,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.28
MICOS10,440574,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.13
ACTL6A,86,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL18,29074,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.02
MTOR,2475,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.01
HYPK,25764,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.11
ANKZF1,55139,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.15
CDC73,79577,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.31
GEMIN4,50628,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPA,1314,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.14
NUBP1,4682,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.26
ATP6AP1,537,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.08
PPP2R2A,5520,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.24
PGD,5226,PSMD12,5718,K562,31300006,CRISPR/CRISPRi,0.15
EIF2B5,8893,NUDC,10726,K562;Jurkat,31300006,CRISPR/CRISPRi,0.08
NOL10,79954,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.0
NDUFA2,4695,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.02
EXOSC9,5393,NUDC,10726,K562,31300006,CRISPR/CRISPRi,0.13
MTBP,27085,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.06
MED17,9440,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.06
GNL3L,54552,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.0
BDP1,55814,SPDL1,54908,Jurkat,31300006,CRISPR/CRISPRi,0.01
GET3,439,SPDL1,54908,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL11,65003,SPDL1,54908,Jurkat,31300006,CRISPR/CRISPRi,0.09
RPS5,6193,SPDL1,54908,Jurkat,31300006,CRISPR/CRISPRi,0.01
NDUFA2,4695,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.09
DUT,1854,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.04
HSPA5,3309,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.03
CCNK,8812,SNRPD3,6634,K562,31300006,CRISPR/CRISPRi,0.19
CDC26,246184,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.02
KDM1A,23028,SNRPD3,6634,K562,31300006,CRISPR/CRISPRi,0.2
SEH1L,81929,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.0
MCM3AP,8888,SNRPD3,6634,Jurkat,31300006,CRISPR/CRISPRi,0.01
ANKZF1,55139,DCAF7,10238,K562,31300006,CRISPR/CRISPRi,0.12
COPA,1314,CWC22,57703,Jurkat,31300006,CRISPR/CRISPRi,0.2
EGFR,1956,KIT,3815,X293T,31300006,CRISPR/CRISPRi,0.23
EIF4G2,1982,NFE2L1,4779,K562,31300006,CRISPR/CRISPRi,0.11
HCCS,3052,PNISR,25957,Jurkat,31300006,CRISPR/CRISPRi,0.01
EXOSC6,118460,PNISR,25957,K562,31300006,CRISPR/CRISPRi,0.19
KDM1A,23028,PNISR,25957,K562,31300006,CRISPR/CRISPRi,0.17
EIF4A1,1973,PNISR,25957,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,PNISR,25957,Jurkat,31300006,CRISPR/CRISPRi,0.06
NDUFA2,4695,PNISR,25957,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,PNISR,25957,K562,31300006,CRISPR/CRISPRi,0.26
MTBP,27085,QARS1,5859,K562,31300006,CRISPR/CRISPRi,0.13
HBS1L,10767,QARS1,5859,Jurkat,31300006,CRISPR/CRISPRi,0.02
CCNK,8812,QARS1,5859,K562,31300006,CRISPR/CRISPRi,0.14
COPA,1314,QARS1,5859,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,GFER,2671,K562,31300006,CRISPR/CRISPRi,0.17
ATP1A1,476,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.01
CTNNBL1,56259,MED10,84246,K562,31300006,CRISPR/CRISPRi,0.17
CMAS,55907,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.01
BDP1,55814,MED10,84246,K562;Jurkat,31300006,CRISPR/CRISPRi,0.06
EIF3M,10480,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.15
FTSJ3,117246,MED10,84246,K562,31300006,CRISPR/CRISPRi,0.12
CHMP2A,27243,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.02
APOOL,139322,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.04
HSPA5,3309,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.04
COX16,51241,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.03
EXOSC3,51010,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.02
COG3,83548,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.03
COPS5,10987,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.03
COPA,1314,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.09
MCM4,4173,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.03
FBXO28,23219,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.04
CYB5B,80777,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.04
DDX18,8886,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC26,246184,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.06
GOLT1B,51026,MED10,84246,Jurkat,31300006,CRISPR/CRISPRi,0.05
CDK4,1019,PTEN,5728,X293T,31300006,CRISPR/CRISPRi,0.04
CASP8,841,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.48
MSH6,2956,PTEN,5728,X293T,31300006,CRISPR/CRISPRi,0.02
PRKDC,5591,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.77
BRD4,23476,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.52
CDKN2A,1029,PTEN,5728,A549,31300006,CRISPR/CRISPRi,0.05
AKT1,207,PTEN,5728,X293T;Hela,31300006,CRISPR/CRISPRi,0.27
PBRM1,55193,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.54
CHEK2,11200,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.87
APC,324,PTEN,5728,A549;Hela,31300006,CRISPR/CRISPRi,0.54
GATA3,2625,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.59
MAP2K1,5604,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.89
CDK9,1025,PTEN,5728,A549,31300006,CRISPR/CRISPRi,0.01
MRPL22,29093,NCBP1,4686,Jurkat,31300006,CRISPR/CRISPRi,0.02
ADPRM,56985,NCBP1,4686,Jurkat,31300006,CRISPR/CRISPRi,0.02
CYB5B,80777,NCBP1,4686,Jurkat,31300006,CRISPR/CRISPRi,0.04
COX6C,1345,NCBP1,4686,Jurkat,31300006,CRISPR/CRISPRi,0.0
BTF3,689,NCBP1,4686,K562,31300006,CRISPR/CRISPRi,0.11
GFI1B,8328,NCBP1,4686,Jurkat,31300006,CRISPR/CRISPRi,0.01
ANKZF1,55139,NCBP1,4686,K562,31300006,CRISPR/CRISPRi,0.11
CDC16,8881,EXOSC6,118460,K562,31300006,CRISPR/CRISPRi,0.11
COX16,51241,EXOSC6,118460,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC26,246184,EXOSC6,118460,Jurkat,31300006,CRISPR/CRISPRi,0.07
DCK,1633,KCNA3,3738,K562,31300006,CRISPR/CRISPRi,0.15
CIT,11113,EGFR,1956,K562,31300006,CRISPR/CRISPRi,0.06
BCL2L1,598,EGFR,1956,K562,31300006,CRISPR/CRISPRi,0.04
DOT1L,84444,EGFR,1956,K562,31300006,CRISPR/CRISPRi,0.02
ATR,545,EGFR,1956,K562,31300006,CRISPR/CRISPRi,0.15
CDK4,1019,EGFR,1956,X293T,31300006,CRISPR/CRISPRi,0.02
BDP1,55814,GNL2,29889,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4A1,1973,GNL2,29889,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,GNL2,29889,Jurkat,31300006,CRISPR/CRISPRi,0.36
BTF3,689,GNL2,29889,K562,31300006,CRISPR/CRISPRi,0.15
APC,324,ERBB2,2064,X293T,31300006,CRISPR/CRISPRi,0.07
CDC16,8881,RAD51,5888,K562,31300006,CRISPR/CRISPRi,0.11
MTBP,27085,RAD51,5888,Jurkat,31300006,CRISPR/CRISPRi,0.05
HBS1L,10767,RAD51,5888,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,RAD51,5888,Jurkat,31300006,CRISPR/CRISPRi,0.3
CDC26,246184,RAD51,5888,Jurkat,31300006,CRISPR/CRISPRi,0.05
CKAP5,9793,GTF2H4,2968,Jurkat,31300006,CRISPR/CRISPRi,0.16
EIF4G2,1982,GTF2H4,2968,K562,31300006,CRISPR/CRISPRi,0.13
EGFR,1956,FGFR2,2263,A549,31300006,CRISPR/CRISPRi,0.27
CDK4,1019,FGFR2,2263,X293T,31300006,CRISPR/CRISPRi,0.07
CASK,8573,MMP14,4323,K562,31300006,CRISPR/CRISPRi,0.01
HCK,3055,MMP14,4323,K562,31300006,CRISPR/CRISPRi,0.08
EIF4G2,1982,MRPL3,11222,K562,31300006,CRISPR/CRISPRi,0.23
DNTTIP2,30836,MRPL3,11222,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC26,246184,MRPL3,11222,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX5A,9377,MRPL3,11222,Jurkat,31300006,CRISPR/CRISPRi,0.02
PMVK,10654,SPAG7,9552,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
CYB5B,80777,SPAG7,9552,K562,31300006,CRISPR/CRISPRi,0.18
ANAPC13,25847,SPAG7,9552,Jurkat,31300006,CRISPR/CRISPRi,0.06
NOL8,55035,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.26
COPA,1314,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.12
RPSA,3921,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.05
COPS5,10987,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.0
